user_id,public,completion_percentage,gender,region,AGE,I_am_working_in_field,spoken_languages,hobbies,I_most_enjoy_good_food,pets,body_type,my_eyesight,eye_color,hair_color,hair_type,completed_level_of_education,favourite_color,relation_to_smoking,relation_to_alcohol,sign_in_zodiac,on_pokec_i_am_looking_for,love_is_for_me,relation_to_casual_sex,my_partner_should_be,marital_status,children,relation_to_children,I_like_movies,I_like_watching_movie,I_like_music,I_mostly_like_listening_to_music,the_idea_of_good_evening,I_like_specialties_from_kitchen,fun,I_am_going_to_concerts,my_active_sports,my_passive_sports,profession,I_like_books,life_style,music,cars,politics,relationships,art_culture,hobbies_interests,science_technologies,computers_internet,education,sport,movies,travelling,health,companies_brands
1177,0,86,0,zahranicie	zahranicie - australia,22,null,null,cestovanie	fotografovanie	praca s pc	surfovanie po webe	pocuvanie hudby	malovanie	zberatelstvo	diskoteky	kino	priatelia	divadlo	stanovanie	nakupovanie	spanie	party	jedlo	kupalisko	tancovanie	pozeranie filmov	citanie	pc hry,v dobrej restauracii	pri telke,korytnacka	pavuk	kocur,priemerna,vyborny,modre,cierne,rovne	dlhe,null,biela	cervena	ruzova	cierna	fialova,nefajcim,null,byk,niekoho na chatovanie,romanticka laska nie je pre mna	davam prednost realite,nedokazem mat s niekym sex bez lasky,moj najlepsi priatel	laskou mojho zivota,slobodny(a),nechcem mat,null,eroticke	rodinne	vojnove	fantasy	zahadne	mysteriozne	serialy	horory	dramy	sci-fi	historicke	kasove trhaky,v kine,alternativa	folklor a ludovky	sladaky	punk	soundtracky	metal	rap	trance	disko	house	techno	hip-hop	muzikaly	jazz	klasicka hudba	opery	folk a country,kedykolvek a kdekolvek,zhasnut svetla a meditovat	s kamaratmi do baru	surfovat na sieti a chatovat,slovenskej	francuzskej	talianskej	mexickej	vegetarianskej,profesionali	disco-disco	zivot-s-usmevom-d	leto-kupalisko-zabava-disco	som-hotovy-anjelik-d	pista-lakatos	keby-nas-niekto-spolu-videl-zavrel-by-nas-do-ustavu	zensky-magazin-diva-sk	ja-pijem-ty-pijes-on-pije-my-pijeme-vy-pijete-oni-platia	sex_sex_sex_xd_xp	zuvackyy-orbit-dd	varime-pecieme	farebne-naramky	na-pokeci-nie-je-nikto-real-z-rbd	susedia-najsledovanejsi	pizza-kto-ma-rad-pizzu-sem	kto-sa-tesi-na-vianoce	ciiiice-jej	plaz-pod-ufom	anjeli-pokecu	kubo-a-stevo-z-farmy-d	denny-prorok	horoskopyprezeny-sk	susedia-1	bez-servitky-2	projekt-x	vodka-5	#	#,null,null,null,null,rozpravky	o zabave	hry	humor	poeziu	historicke romany	pocitacovu literaturu	o vareni	cestopisy,som-kto-som	piercing-tetovanie	punk-s-not-dead	pohoda	facebook	gothic-style	ine-kafe-fans	e-m-o	vecerne-sms	hip-hop-music	gothic	milujem-len-teba-laska	netrpim-samomluvou-ale-obcas-si-musim-pokecat-s-niekym-inteligentnym-d	red-bull	scene-emo-girls	som-nefajciar-ka-a-som-na-to-hrdy-a	pizza	scene-emo-1	drum-n-bass-3	usmev-cez-slzy	ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	zamiluj-sa-do-mna-preto-kto-naozaj-som-nie-preto-ako-vyzeram	magazin-pre-mamicky-najmama-sk	coca-cola-3	fanta	som-aka-som-niesom-dokonala-ale-vynimocna-taku-ako-som-ja-uz-nikde-nenajdes	bez-lasky-sa-neda-zit	neotacaj-sa-vsetko-je-pred-tebou	hovno-vole-naser-si	caff	magicke-oci	fantasy-club	energy-club	misterium	gothic-je-moj-zivot	neserte-sa-mi-do-zivota-ja-si-ho-viem-posrataj-sam-a	peace-scene-style	i-love-pizza-1	gothic-people	esteze-ta-maam	gothic-3	strazny-anjeli	mam-tajny-sen	nehtovestudiolusi	lubim-ta-48	zenavnitre-sk	i-emo-3	s-he	vegetarianstvom-ku-zdraviu-a-krase	pre-viac-romantiky-vo-vsedny-den	kto-pozeraa-farmuu-sem-d-d	zenavbratislave-sk	zenavtrnave-sk	zenavtrencine-sk	zenavziline-sk	zenavpresove-sk	zenavkosiciach-sk	zenavbystrici-sk	irske-tance	rpg-rokfort	viera-prinasa-pokoj-na-dusi	milujem-moju-lasku-1	malovanie-oci-vsetko-peknee	#	#,david-guetta	kontrafakt	nirvana	linkin-park	drum-bass	korn	hip-hop-2	metallica	nightwish	metal	i-electro	avril-lavigne	rbd-rebelde	kabat	hudba-je-liek	bez-hudby-ani-den	djtiesto	moja-rec	i-love-music	evanescence	celine-dion	europa-2	kali-85101	the-queen	levo-1	europa2-1	dramatikz-2	rebelde-rebeli	the-prodigy	natalia-oreiro	techno-house-elektro-tecktonik-h	zoci-voci	britney-spears	kaidzas	sonata-arctica	rock-metal-gothic-music	mtv-2	t-r-a-n-c-e-house-electro-music	daniel-landa-4	dramatikz-6	dramatikz-8	michael-jackson-58	h16	ti-ebe-to-sa-nikdy-nestane-d	majk-spirit-2	nightwish-3	don-omar-danza-kuduro-feat-lucenzo-cool	natalia-oreiro-5	thalia-3	#	#,tuning-club	audi-club	monster-energy-1	milujem-rychlu-jazdu-a-pocit-slobody	autobazar-eu,sloboda-zvieratam-sk-sk,zijem-len-pre-teba	lubit-mozme-kazdeho-no-milovat-len-jendeho	chcem-aby-ma-lubil-a-ten-ta-koho-lubim-ja	chod-tam-kam-ist-chces-pretoze-mas-len-jeden-zivot-a-jednu-prilezitost-robit-veci-ktore-robit-chces	klamat-ti-ide-fest-dobree	nauc-sa-powedat-prepac-a-ziwot-bude-krajsi	slzy-ti-nevratia-co-osud-vzal-vratia-len-bolest-smutok-a-zial	sialene-ta-lubim-a-tebe-je-to-sialene-jedno	raz-pochopis-ako-velmi-mi-na-tebe-zalezi-a-co-pre-mna-znamenas-3	odisiel-si-ale-spomienky-navzdy-zostanu	tuzim-po-tom-co-nemozem-mat	neodchadzaj-prosim-preco-lebo-sa-bojim-coho-ze-sa-uz-nevratis	co-koho-do-toho-lubim-ta-a-hotovo-1	milujem-jedneeho-cloveka-a-nikdy-sa-to-nezmenii	spomienky-bolia	ublizis-tomu-koho-milujem-a-zabijem-ta	chcem-ta-to-chcem-az-tak-vela	zijem-pre-ludi-ktory-ziju-pre-mna	nikdy-nezabudnem-na-chvile-prezite-s-vami	patris-do-mojho-3	ked-milujem-nepodvediem	to-co-urobis-je-viac-ako-to-co-len-povies	nechcem-zostat-sam-a	chcem-vraatit-cas	ked-milujes-miluj-ked-nenavidiis-nenavid-ale-nikdy-nerob-oboje-naraz	si-tu-pre-mna-a-ja-pre-teba	chcem-ta-2	francuzsky-bozk	laska-je-nekonecna	i-love-you-5	milujuci-matkov-sem	kvoli-tebe-precestujem-cely-svet	milujeeem-ta-a-nikdy-na-teba-nezabudnem	milujem-ta-pochop	mooc-ta-lubim	milujeeem-taa	co-ak-ta-lubim-co-s-tym-urobis	d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d-d	tazke-je-zabudnut-ked-si-v-mojom-srdci-ale-ty-to-nechapes-a-mal-by-si-nevies-ako-to-bolii-hrozne	klub-nestastne-zamilovanych	najlepsie-chvile-su-tie-ktore-prezijes-s-ludmi-na-ktorych-ti-zalezi	chybas-mi-8	milujem-ta-az-taq-moc-ze-na-teba-myslim-celu-noc-x	ty-si-moja-droga	milujem-ked-ma-niekto-nasere-a-este-sa-aj-spyta-ze-co-mi-je	chcem-vratyt-cas-kvoli-svojim-chybam-aby-som-to-mohla-zmenit	dotyk-anjela	velmi-ta-lubim	posledna-rozlucka-boli-najviac	pocuvaj-jeho-jej-srde	nefajcim-a-nepijem	nedokazem-ti-odolat	keby-nebolo-spomienok-ani-by-sme-nevedeli-ze-sme-boli-niekedy-stastni	dve-slova-jeden-cit-milujem-ta	iba-teba-milujem	ked-niekoho-milujes-d-povedz-mu-to	si-moj-anjelik-1	je-tazke-byt-bez-teba-laska	pre-osamele-bi-l	lesbo-centrum	preco-to-musim-mat-take-tazke	odpust-mi-4	milujem-ta-60	milujem-ce-laskomoja	clovek-sa-casto-musi-rozhodovat-medzi-srdcom-a-rozumom	#	#,graffiti	graffiti-is-not-crime-it-is-an-art	knihy	fotografovanie-1	servus-bratmmm	o-r-i-g-i-n-a-l-2	laska-ta-zrani-a-nepovie-prepac-len-nahle-odide-no-z-mosta-pre-nu-neskac-zmeskas-tu-ozajstnu-tu-po-ktorej-tuzis-nespavas-nejes-a-vtedy-vies-ze-lubis-1	the-pastels	moj-zivot-je-horor	gothic-is-my-life	knizna-show	criss-angelss	majk-spirit-je-pan,tanec	cokolada	cokolada-1	tajomno	harry-potter-7	anjeli-a-archanjeli	-2017	mame-radi-pokec-facebook	lubim-ta-laska	vesmir-veda-a-zahady	milujem-ta-2	kuzla-a-carovanie	ezoterike-mystika-magia-alchymia-samanizmus-okultizmus	cely-pokec-napchame-do-tohto-klubu	som-tu-stale-pre-teba	sloboda-zvierat	magicky-klub	kvety-kaktusy-orchidei	zijem-zivot-akyyyy-chcem	tancuj-a-zi	najlepsie-recepty	bosorky	gelove-nechty	burky	picnik-com	i-lukas-latinak	timea-raka	anjeli-svetla	raj-kvetov-kvety-su-moj-konicek	zivot-je-iba-cesta-na-ktorej-stracame-tych-ktorych-najviac-milujeme	magicka-vestiaren	stihl-1	aquaria	milujem-vianoce-1	vestenie-a-kurz-vestenia-online	bisex-baby	mysterium-valhali	osvedcene-recepty	bellatrix-black-lestrange-1	najlepsie-recepty-1	natyraj-ma	archanjel-rafael	chcem-zomriet-2	paranormal-activity-tajomstva-a-zahady	#	#,nikdy-ta-nechcem-stratit-3,pokec	skype-1	i-l-ve-pokec	icq,zahady-a-omyly-historie	staroveky-egypt	ublizujes-mi,snowboarding,do-hlbiny	paranormal-activity	fanusici-shreka-sem	the-simpsons	oblubena-telenovela-rany-z-lasky	harry-potter	vampire-diaries-upirske-denniky	dr-house	halloween	simpsonovci-the-simpsons	priatelia-friends	dva-a-pol-chlapa-two-and-a-half-men	two-and-a-half-men	scary-movie	the-vampire-diaries-1	prava-tvar-vasne	divoky-anjel	a-je-to-pat-a-mat	milujem-horory-d	tom-jerry	kobra-12	mr-bean-1	telenovely	animaky	komisar-rex	tvd-the-vampire-diaries	m_a_f_s_t_o_r_y	slunce-seno-jahody	maminko-co-tam-mate-stejne-tam-ma-hovno-ma-ho-tam-d	disney-pixar	p-s-milujem-ta-1	stratene-duse-6seria	harry-potter-1-2-3-4-5-6-7	upirske-denniky-6	twilight-33	modre-z-neba-tv-markiza	upiri-forever	twilight-35	medved-yogi	two-and-half-men-dva-a-pol-chlapa-free-watching	twilight-saga-usvit-3	nevinni-1	harry-potter-9	krok-za-krokom-step-by-step-1	#	#,bardejov	u-s-a	historia-hrady-zamky	vysoke-tatry	som-z-vychodu-slovenska	taiiansko-italia	mexico-city-mexico,to-ze-je-niekto-telesne-postihnuty-neznamena-ze-nie-je-clovek-ako-ostatni	coookoooladqa	raz-aj-koniec-musi-prist	boh-vymyslel-spanok-a-diabol-budik-d	alkohol-lieci-d	stop-tyraniu-zvierat-10	milujem-lentilky-2	chlapci-su-obycajny-hajzly	zboznujem-jahody	chudnutie-ako-na-to	zdravie-je-len-jedno,youtube	play-boy	puma-4ever	mcdonald-s	adldas
1170,0,34,1,banskobystricky kraj	dudince,23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,plaz-pod-ufom	susedia-1	bez-servitky-2	vodka-5,null,null,null,null,null,piercing-tetovanie	punk-s-not-dead	gothic-style	e-m-o	chlastajuc-pod-hviezdami-cele-leto	pizza	spagety-a-cestoviny	rpg-rokfort,linkin-park	metallica	nightwish	djtiesto	evanescence	kaidzas	dramatikz-8	majk-spirit-2	natalia-oreiro-5	thalia-3,tuning-club,aktuality-sk-najrychlejsie-spravodajstvo	sloboda-zvieratam-sk-sk,slzy-ti-nevratia-co-osud-vzal-vratia-len-bolest-smutok-a-zial	sialene-ta-lubim-a-tebe-je-to-sialene-jedno	raz-pochopis-ako-velmi-mi-na-tebe-zalezi-a-co-pre-mna-znamenas-3	chcem-ta-2	mooc-ta-lubim	milujem-ta-60,graffiti	graffiti-is-not-crime-it-is-an-art	my-chceme-vampire-diaries-skin	criss-angelss,tanec	cely-pokec-napchame-do-tohto-klubu	magicky-klub	osvedcene-recepty,null,null,zahady-a-omyly-historie,snowboarding,the-simpsons	dva-a-pol-chlapa-two-and-a-half-men	prava-tvar-vasne	divoky-anjel	a-je-to-pat-a-mat	tvd-the-vampire-diaries	m_a_f_s_t_o_r_y	twilight-saga-usvit-3	harry-potter-9	krok-za-krokom-step-by-step-1,null,zboznujem-jahody	zdrave-varenie	alternativna-medicina	milujem-kvetiny	zdravie-je-len-jedno,null
1171,0,28,0,banskobystricky kraj	lucenec,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,profesionali	smolkovia	zensky-magazin-diva-sk	plaz-pod-ufom	horoskopyprezeny-sk	susedia-1	bez-servitky-2	vodka-5,null,null,null,null,null,punk-s-not-dead	emo-scene-girls	scene-emo-girls	pizza	magazin-pre-mamicky-najmama-sk	spagety-a-cestoviny	nehtovestudiolusi	irske-tance,korn	nightwish	evanescence	natalia-oreiro-5	thalia-3,null,null,slzy-ti-nevratia-co-osud-vzal-vratia-len-bolest-smutok-a-zial	chcem-ta-2	mooc-ta-lubim	chybas-mi-8	milujem-ta-60,null,tanec	magicky-klub	osvedcene-recepty,null,null,staroveky-egypt,null,dva-a-pol-chlapa-two-and-a-half-men	prava-tvar-vasne	divoky-anjel	a-je-to-pat-a-mat	twilight-33	nevinni-1	harry-potter-9	krok-za-krokom-step-by-step-1,null,zdrave-varenie	milujem-kvetiny,null
1252,0,38,0,ceska republika	cz - praha,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,profesionali	disco-disco	leto-kupalisko-zabava-disco	zensky-magazin-diva-sk	sano-ty-si-taky-debil	varime-pecieme	pizza-kto-ma-rad-pizzu-sem	kubo-a-stevo-z-farmy-d	horoskopyprezeny-sk	susedia-1	bez-servitky-2	vodka-5,null,null,null,null,null,piercing-tetovanie	punk-s-not-dead	gothic-style	cas-straveny-s-niekym-komu-na-tebe-zalezi-je-na-nezaplatenie	e-m-o	emo-scene-girls	scene-emo-girls	pizza	chalan-ktory-udrie-dievca-je-chudak	co-oci-nevidia-to-srdce-neboly	spagety-a-cestoviny	caff	magicke-oci	fantasy-club	misterium	i-love-pizza-1	vegetarianstvom-ku-zdraviu-a-krase	irske-tance	malovanie-oci-vsetko-peknee,david-guetta	nirvana	korn	metallica	nightwish	i-electro	rbd-rebelde	evanescence	europa-2	levo-1	the-prodigy	kaidzas	dramatikz-8	majk-spirit-2	natalia-oreiro-5	thalia-3,tuning-club,tvoje-meno-je-najkrajsie-na-svete	sloboda-zvieratam-sk-sk,lubit-mozme-kazdeho-no-milovat-len-jendeho	lubim-ta-2	slzy-ti-nevratia-co-osud-vzal-vratia-len-bolest-smutok-a-zial	sialene-ta-lubim-a-tebe-je-to-sialene-jedno	raz-pochopis-ako-velmi-mi-na-tebe-zalezi-a-co-pre-mna-znamenas-3	odisiel-si-ale-spomienky-navzdy-zostanu	milujem-jedneeho-cloveka-a-nikdy-sa-to-nezmenii	ublizis-tomu-koho-milujem-a-zabijem-ta	chcem-vraatit-cas	je-tazke-lubim-toho-kto-o-tom-nevie-ale-este-tazsie-je-lubit-niekoho-kto-o-to-nestoji	chcem-ta-2	i-love-you-5	milujeeem-ta-a-nikdy-na-teba-nezabudnem	si-clovek-na-ktoreho-nezabudnem	milujem-ta-pochop	mooc-ta-lubim	tazke-je-zabudnut-ked-si-v-mojom-srdci-ale-ty-to-nechapes-a-mal-by-si-nevies-ako-to-bolii-hrozne	chybas-mi-8	odpust-mi-4	milujem-ta-60	clovek-sa-casto-musi-rozhodovat-medzi-srdcom-a-rozumom	#	#,graffiti	knihy	fotografovanie-1	gothic-is-my-life	criss-angelss,vesmir-veda-a-zahady	milujem-ta-2	kuzla-a-carovanie	uzivat-si	najlepsie-recepty	i-lukas-latinak	raj-kvetov-kvety-su-moj-konicek	osvedcene-recepty,null,null,zahady-a-omyly-historie	staroveky-egypt,snowboarding,the-simpsons	vampire-diaries-upirske-denniky	simpsonovci-the-simpsons	priatelia-friends	dva-a-pol-chlapa-two-and-a-half-men	two-and-a-half-men	the-vampire-diaries-1	prava-tvar-vasne	divoky-anjel	a-je-to-pat-a-mat	tvd-the-vampire-diaries	m_a_f_s_t_o_r_y	twilight-33	nevinni-1	harry-potter-9	krok-za-krokom-step-by-step-1,bardejov	krasa-sveta,to-ze-je-niekto-telesne-postihnuty-neznamena-ze-nie-je-clovek-ako-ostatni	stop-tyraniu-zvierat-10	milujem-lentilky-2	chlapci-su-obycajny-hajzly	zboznujem-jahody	rakovina-je-najhorsia-vec-v-zivote	zdravie-je-len-jedno,play-boy	mcdonald-s
1296,1,57,0,trnavsky kraj	senica,0,null,null,null,null,null,priemerna,null,hnede,hnede,dlhe,zakladne,cervena	modra	biela,nefajcim,null,rak,dobreho priatela	priatelku,null,nedokazem mat s niekym sex bez lasky,niekto	kto mi navari	operie	uprace	clovek	ktoreho uplne respektujem	absolutne zodpovedny a spolahlivy	moj najlepsi priatel	laskou mojho zivota	mojou chybajucou polovickou,mam vazny vztah,v buducnosti chcem mat,null,akcne	horory	komedie,v kine	u priatela	priatelky	doma z gauca,disko	pop,na posteli	vo vani	na diskoteke,pocuvat dobru hudbu,null,null,null,null,null,null,null,najsexi-dievcata-z-pokecu-sem	milujem-zuvacky,fanclub-ockaa,null,null,to-co-urobis-je-viac-ako-to-co-len-povies	nezadany-sem-d	gama-delta-1,null,cely-pokec-napchame-do-tohto-klubu,null,null,null,null,null,null,null,null
1507,0,60,0,trnavsky kraj	senica,0,skolstva,anglicky,sportovanie	fotografovanie	cestovanie	turistika	praca s pc	pc hry	pocuvanie hudby	pozeranie filmov	tancovanie	diskoteky	kupalisko	jedlo	party	priatelia	spanie	nakupovanie,pri telke	v posteli,pes,priemerna,vyborny,zelene	taka akurat,null,dlhe	a rovne,zakladne,biela	cierna	modra	zelena,uz nefajcim,pijem prilezitostne,vahy,dobreho priatela	priatelku,v laske som sa sklamal(a)	preto som velmi opatrny(a),to skutocne zalezi len na okolnostiach,laskou mojho zivota,slobodny(a),null,null,null,null,null,null,pocuvat dobru hudbu	pozerat dobry film v tv	surfovat na sieti a chatovat,slovenskej,null,null,aerobik	basketbal	behanie	futbal	kolieskove korcule	korculovanie	pingpong	plavanie	tenis,aerobik	bojove sporty	futbal	hokej,stredna skola,null,null,null,null,null,null,null,milujem-cokoladu-p,null,null,null,null,null,null,null,null
1511,0,62,0,trnavsky kraj	hlohovec,0,null,anglicky	nemecky	slovensky,null,null,null,null,null,hnede,null,dlhe	rovne,null,null,nefajcim,nepijem,ryby,teba :d,v laske vidim zmysel zivota,nedokazem mat s niekym sex bez lasky,null,null,mam ich rada,null,horory	komedie	romanticke	serialy	rodinne,v kine	doma z gauca	u priatela,house	techno	pop	oldies	sladaky	dnb,na posteli	vo vani	na diskoteke	na koncerte	pri chodzi,ist do kina	s kamaratmi do baru	pocuvat dobru hudbu,null,null,null,null,null,null,null,seem-taam-chytiimm-strasnyy-uujeb-a-anii-neviem-z-cohoo-d-d,ilovemusic	loooveee-hip-hop,null,null,slzy-ti-nevratia-co-osud-vzal-vratia-len-bolest-smutok-a-zial	to-co-urobis-je-viac-ako-to-co-len-povies	kamaratov-tu-mam-wzdy-pri-sebe-ktory-mi-pomahaju-a-ja-som-rada-ze-som-ich-niekedy-spoznala-dakujeem-waam-za-wsetkooo	aj-pad-na-hubu-je-pohyb-dopredu	9-pismen-2-slova-jeden-pocit-milujem-ta,null,cely-pokec-napchame-do-tohto-klubu,null,null,null,null,ilovecamprock2,null,null,null
1722,1,59,1,zilinsky kraj	dolny kubin,0,ekonomiky a financii,anglicky	nemecky,sportovanie	pc hry	tancovanie	jedlo	kino	party	priatelia,pri telke,nemam ziadne,priemerna,vyborny,modre,hnede,kratke,zakladne	zatial,cierna	modra,nefajcim,pijem prilezitostne,skorpion,null,null,sex mozem mat iba s niekym	koho dobre poznam,laskou mojho zivota,slobodny(a),null,null,komedie,u priatela	priatelky,hitparadovky	house	techno	oldies,na diskoteke,s kamaratmi do baru,null,null,null,futbal	hokej	plavanie	tenis,futbal	hokej	tenis,null,necitam knihy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1862,1,71,1,banskobystricky kraj	brezno,21,null,anglicky	taliansky,sportovanie	fotografovanie	cestovanie	praca s pc	pc hry	surfovanie po webe	pocuvanie hudby	diskoteky	kupalisko	jedlo	party	priatelia	nakupovanie	stanovanie,pri telke	v dobrej restauracii	v posteli	z partnerovho bruska,mam psa,priemerna,vyborny,hnede,hnede,rovne,stredoskolske,cervena	cierna,fajcim pravidelne,pijem prilezitostne,byk,null,v laske vidim zmysel zivota,nedokazem mat s niekym sex bez lasky,laskou mojho zivota,mam vazny vztah,null,v buducnosti chcem mat deti,akcne	dramy	horory	komedie	sci-fi	vojnove	eroticke,v kine	doma z gauca,disko	hitparadovky	house	techno	rap	folklor a ludovky,na posteli	na dobru noc	s partnerom	na diskoteke	kedykolvek a kdekolvek,s kamaratmi do baru	pocuvat dobru hudbu	pri svieckach s partnerom,slovenskej	talianskej,null,ja na koncerty nechodim,kolieskove korcule,null,top manager,necitam knihy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1875,0,14,1,zilinsky kraj	namestovo,23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ss-harward-turany,null,null,null,null,null
2045,0,12,1,zilinsky kraj	zilina,21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
